GEOID,NAME,variable,estimate,moe
040131162043,Block Group 3; Census Tract 1162.04; Maricopa County; Arizona,white_nh,47,52
040131162043,Block Group 3; Census Tract 1162.04; Maricopa County; Arizona,hispanic,446,230
040131162043,Block Group 3; Census Tract 1162.04; Maricopa County; Arizona,total_occ,244,97
040131162043,Block Group 3; Census Tract 1162.04; Maricopa County; Arizona,renter,100,71
040130926002,Block Group 2; Census Tract 926; Maricopa County; Arizona,pop_total,1836,619
040130926002,Block Group 2; Census Tract 926; Maricopa County; Arizona,total_pop_r,1836,619
040130926002,Block Group 2; Census Tract 926; Maricopa County; Arizona,white_nh,346,192
040130926002,Block Group 2; Census Tract 926; Maricopa County; Arizona,hispanic,1390,541
040130926002,Block Group 2; Census Tract 926; Maricopa County; Arizona,total_occ,578,173
040130926002,Block Group 2; Census Tract 926; Maricopa County; Arizona,renter,167,99
040133200073,Block Group 3; Census Tract 3200.07; Maricopa County; Arizona,pop_total,2575,673
040133200073,Block Group 3; Census Tract 3200.07; Maricopa County; Arizona,total_pop_r,2575,673
040133200073,Block Group 3; Census Tract 3200.07; Maricopa County; Arizona,white_nh,1178,426
040133200073,Block Group 3; Census Tract 3200.07; Maricopa County; Arizona,hispanic,1043,549
040133200073,Block Group 3; Census Tract 3200.07; Maricopa County; Arizona,total_occ,1179,250
040133200073,Block Group 3; Census Tract 3200.07; Maricopa County; Arizona,renter,943,237
040131042122,Block Group 2; Census Tract 1042.12; Maricopa County; Arizona,pop_total,2415,1105
040131042122,Block Group 2; Census Tract 1042.12; Maricopa County; Arizona,total_pop_r,2415,1105
040131042122,Block Group 2; Census Tract 1042.12; Maricopa County; Arizona,white_nh,1305,746
040131042122,Block Group 2; Census Tract 1042.12; Maricopa County; Arizona,hispanic,963,916
040131042122,Block Group 2; Census Tract 1042.12; Maricopa County; Arizona,total_occ,817,348
040131042122,Block Group 2; Census Tract 1042.12; Maricopa County; Arizona,renter,74,90
040130610503,Block Group 3; Census Tract 610.50; Maricopa County; Arizona,pop_total,3524,883
040130610503,Block Group 3; Census Tract 610.50; Maricopa County; Arizona,total_pop_r,3524,883
040130610503,Block Group 3; Census Tract 610.50; Maricopa County; Arizona,white_nh,1708,777
040130610503,Block Group 3; Census Tract 610.50; Maricopa County; Arizona,hispanic,1282,581
040130610503,Block Group 3; Census Tract 610.50; Maricopa County; Arizona,total_occ,1008,244
040130610503,Block Group 3; Census Tract 610.50; Maricopa County; Arizona,renter,78,89
040131162022,Block Group 2; Census Tract 1162.02; Maricopa County; Arizona,pop_total,1578,488
040131162022,Block Group 2; Census Tract 1162.02; Maricopa County; Arizona,total_pop_r,1578,488
040131162022,Block Group 2; Census Tract 1162.02; Maricopa County; Arizona,white_nh,94,71
040131162022,Block Group 2; Census Tract 1162.02; Maricopa County; Arizona,hispanic,1309,460
040131162022,Block Group 2; Census Tract 1162.02; Maricopa County; Arizona,total_occ,358,95
040131162022,Block Group 2; Census Tract 1162.02; Maricopa County; Arizona,renter,88,68
040134202061,Block Group 1; Census Tract 4202.06; Maricopa County; Arizona,pop_total,1946,421
040134202061,Block Group 1; Census Tract 4202.06; Maricopa County; Arizona,total_pop_r,1946,421
040134202061,Block Group 1; Census Tract 4202.06; Maricopa County; Arizona,white_nh,1526,369
040134202061,Block Group 1; Census Tract 4202.06; Maricopa County; Arizona,hispanic,302,166
040134202061,Block Group 1; Census Tract 4202.06; Maricopa County; Arizona,total_occ,1070,208
040134202061,Block Group 1; Census Tract 4202.06; Maricopa County; Arizona,renter,283,145
040131042261,Block Group 1; Census Tract 1042.26; Maricopa County; Arizona,pop_total,1407,491
040131042261,Block Group 1; Census Tract 1042.26; Maricopa County; Arizona,total_pop_r,1407,491
040131042261,Block Group 1; Census Tract 1042.26; Maricopa County; Arizona,white_nh,972,429
040131042261,Block Group 1; Census Tract 1042.26; Maricopa County; Arizona,hispanic,273,213
040131042261,Block Group 1; Census Tract 1042.26; Maricopa County; Arizona,total_occ,512,141
040131042261,Block Group 1; Census Tract 1042.26; Maricopa County; Arizona,renter,446,135
040136198003,Block Group 3; Census Tract 6198; Maricopa County; Arizona,pop_total,1484,448
040136198003,Block Group 3; Census Tract 6198; Maricopa County; Arizona,total_pop_r,1484,448
040136198003,Block Group 3; Census Tract 6198; Maricopa County; Arizona,white_nh,859,443
040136198003,Block Group 3; Census Tract 6198; Maricopa County; Arizona,hispanic,418,271
040136198003,Block Group 3; Census Tract 6198; Maricopa County; Arizona,total_occ,563,158
040136198003,Block Group 3; Census Tract 6198; Maricopa County; Arizona,renter,151,139
040136195001,Block Group 1; Census Tract 6195; Maricopa County; Arizona,pop_total,1237,498
040136195001,Block Group 1; Census Tract 6195; Maricopa County; Arizona,total_pop_r,1237,498
040136195001,Block Group 1; Census Tract 6195; Maricopa County; Arizona,white_nh,1020,457
040136195001,Block Group 1; Census Tract 6195; Maricopa County; Arizona,hispanic,39,42
040136195001,Block Group 1; Census Tract 6195; Maricopa County; Arizona,total_occ,499,156
040136195001,Block Group 1; Census Tract 6195; Maricopa County; Arizona,renter,142,116
040136190003,Block Group 3; Census Tract 6190; Maricopa County; Arizona,pop_total,1135,484
040136190003,Block Group 3; Census Tract 6190; Maricopa County; Arizona,total_pop_r,1135,484
040136190003,Block Group 3; Census Tract 6190; Maricopa County; Arizona,white_nh,618,235
040136190003,Block Group 3; Census Tract 6190; Maricopa County; Arizona,hispanic,333,435
040136190003,Block Group 3; Census Tract 6190; Maricopa County; Arizona,total_occ,752,411
040136190003,Block Group 3; Census Tract 6190; Maricopa County; Arizona,renter,454,403
040131112041,Block Group 1; Census Tract 1112.04; Maricopa County; Arizona,pop_total,3619,951
040131112041,Block Group 1; Census Tract 1112.04; Maricopa County; Arizona,total_pop_r,3619,951
040131112041,Block Group 1; Census Tract 1112.04; Maricopa County; Arizona,white_nh,1367,587
040131112041,Block Group 1; Census Tract 1112.04; Maricopa County; Arizona,hispanic,1217,519
040131112041,Block Group 1; Census Tract 1112.04; Maricopa County; Arizona,total_occ,1674,306
040131112041,Block Group 1; Census Tract 1112.04; Maricopa County; Arizona,renter,1500,229
040130718021,Block Group 1; Census Tract 718.02; Maricopa County; Arizona,pop_total,865,382
040130718021,Block Group 1; Census Tract 718.02; Maricopa County; Arizona,total_pop_r,865,382
040130718021,Block Group 1; Census Tract 718.02; Maricopa County; Arizona,white_nh,695,285
040130718021,Block Group 1; Census Tract 718.02; Maricopa County; Arizona,hispanic,62,77
040130718021,Block Group 1; Census Tract 718.02; Maricopa County; Arizona,total_occ,590,264
040130718021,Block Group 1; Census Tract 718.02; Maricopa County; Arizona,renter,256,91
040131129002,Block Group 2; Census Tract 1129; Maricopa County; Arizona,pop_total,671,235
040131129002,Block Group 2; Census Tract 1129; Maricopa County; Arizona,total_pop_r,671,235
040131129002,Block Group 2; Census Tract 1129; Maricopa County; Arizona,white_nh,194,88
040131129002,Block Group 2; Census Tract 1129; Maricopa County; Arizona,hispanic,340,171
040131129002,Block Group 2; Census Tract 1129; Maricopa County; Arizona,total_occ,457,146
040131129002,Block Group 2; Census Tract 1129; Maricopa County; Arizona,renter,355,137
040131033021,Block Group 1; Census Tract 1033.02; Maricopa County; Arizona,pop_total,1786,649
040131033021,Block Group 1; Census Tract 1033.02; Maricopa County; Arizona,total_pop_r,1786,649
040131033021,Block Group 1; Census Tract 1033.02; Maricopa County; Arizona,white_nh,618,299
040131033021,Block Group 1; Census Tract 1033.02; Maricopa County; Arizona,hispanic,1151,651
040131033021,Block Group 1; Census Tract 1033.02; Maricopa County; Arizona,total_occ,598,162
040131033021,Block Group 1; Census Tract 1033.02; Maricopa County; Arizona,renter,91,83
040131113002,Block Group 2; Census Tract 1113; Maricopa County; Arizona,pop_total,990,437
040131113002,Block Group 2; Census Tract 1113; Maricopa County; Arizona,total_pop_r,990,437
040131113002,Block Group 2; Census Tract 1113; Maricopa County; Arizona,white_nh,489,182
040131113002,Block Group 2; Census Tract 1113; Maricopa County; Arizona,hispanic,278,242
040131113002,Block Group 2; Census Tract 1113; Maricopa County; Arizona,total_occ,474,140
040131113002,Block Group 2; Census Tract 1113; Maricopa County; Arizona,renter,136,81
040132171012,Block Group 2; Census Tract 2171.01; Maricopa County; Arizona,pop_total,850,242
040132171012,Block Group 2; Census Tract 2171.01; Maricopa County; Arizona,total_pop_r,850,242
040132171012,Block Group 2; Census Tract 2171.01; Maricopa County; Arizona,white_nh,657,223
040132171012,Block Group 2; Census Tract 2171.01; Maricopa County; Arizona,hispanic,102,100
040132171012,Block Group 2; Census Tract 2171.01; Maricopa County; Arizona,total_occ,629,155
040132171012,Block Group 2; Census Tract 2171.01; Maricopa County; Arizona,renter,324,113
040136137003,Block Group 3; Census Tract 6137; Maricopa County; Arizona,pop_total,2485,563
040136137003,Block Group 3; Census Tract 6137; Maricopa County; Arizona,total_pop_r,2485,563
040136137003,Block Group 3; Census Tract 6137; Maricopa County; Arizona,white_nh,1683,483
040136137003,Block Group 3; Census Tract 6137; Maricopa County; Arizona,hispanic,337,184
040136137003,Block Group 3; Census Tract 6137; Maricopa County; Arizona,total_occ,708,163
040136137003,Block Group 3; Census Tract 6137; Maricopa County; Arizona,renter,49,36
040134226543,Block Group 3; Census Tract 4226.54; Maricopa County; Arizona,pop_total,1018,353
040134226543,Block Group 3; Census Tract 4226.54; Maricopa County; Arizona,total_pop_r,1018,353
040134226543,Block Group 3; Census Tract 4226.54; Maricopa County; Arizona,white_nh,510,243
040134226543,Block Group 3; Census Tract 4226.54; Maricopa County; Arizona,hispanic,488,281
040134226543,Block Group 3; Census Tract 4226.54; Maricopa County; Arizona,total_occ,344,88
040134226543,Block Group 3; Census Tract 4226.54; Maricopa County; Arizona,renter,30,43
040131107012,Block Group 2; Census Tract 1107.01; Maricopa County; Arizona,pop_total,1274,255
040131107012,Block Group 2; Census Tract 1107.01; Maricopa County; Arizona,total_pop_r,1274,255
040131107012,Block Group 2; Census Tract 1107.01; Maricopa County; Arizona,white_nh,535,167
040131107012,Block Group 2; Census Tract 1107.01; Maricopa County; Arizona,hispanic,723,215
040131107012,Block Group 2; Census Tract 1107.01; Maricopa County; Arizona,total_occ,450,99
040131107012,Block Group 2; Census Tract 1107.01; Maricopa County; Arizona,renter,256,108
040131129004,Block Group 4; Census Tract 1129; Maricopa County; Arizona,pop_total,1279,449
040131129004,Block Group 4; Census Tract 1129; Maricopa County; Arizona,total_pop_r,1279,449
040131129004,Block Group 4; Census Tract 1129; Maricopa County; Arizona,white_nh,159,96
040131129004,Block Group 4; Census Tract 1129; Maricopa County; Arizona,hispanic,1059,414
040131129004,Block Group 4; Census Tract 1129; Maricopa County; Arizona,total_occ,430,149
040131129004,Block Group 4; Census Tract 1129; Maricopa County; Arizona,renter,348,136
040131041002,Block Group 2; Census Tract 1041; Maricopa County; Arizona,pop_total,1765,695
040131041002,Block Group 2; Census Tract 1041; Maricopa County; Arizona,total_pop_r,1765,695
040131041002,Block Group 2; Census Tract 1041; Maricopa County; Arizona,white_nh,747,338
040131041002,Block Group 2; Census Tract 1041; Maricopa County; Arizona,hispanic,350,301
040131041002,Block Group 2; Census Tract 1041; Maricopa County; Arizona,total_occ,746,264
040131041002,Block Group 2; Census Tract 1041; Maricopa County; Arizona,renter,382,200
040130927231,Block Group 1; Census Tract 927.23; Maricopa County; Arizona,pop_total,2842,596
040130927231,Block Group 1; Census Tract 927.23; Maricopa County; Arizona,total_pop_r,2842,596
040130927231,Block Group 1; Census Tract 927.23; Maricopa County; Arizona,white_nh,1468,389
040130927231,Block Group 1; Census Tract 927.23; Maricopa County; Arizona,hispanic,942,347
040130927231,Block Group 1; Census Tract 927.23; Maricopa County; Arizona,total_occ,1125,142
040130927231,Block Group 1; Census Tract 927.23; Maricopa County; Arizona,renter,642,130
040131167135,Block Group 5; Census Tract 1167.13; Maricopa County; Arizona,pop_total,1294,562
040131167135,Block Group 5; Census Tract 1167.13; Maricopa County; Arizona,total_pop_r,1294,562
040131167135,Block Group 5; Census Tract 1167.13; Maricopa County; Arizona,white_nh,827,388
040131167135,Block Group 5; Census Tract 1167.13; Maricopa County; Arizona,hispanic,94,97
040131167135,Block Group 5; Census Tract 1167.13; Maricopa County; Arizona,total_occ,485,174
040131167135,Block Group 5; Census Tract 1167.13; Maricopa County; Arizona,renter,173,113
040131097042,Block Group 2; Census Tract 1097.04; Maricopa County; Arizona,pop_total,675,330
040131097042,Block Group 2; Census Tract 1097.04; Maricopa County; Arizona,total_pop_r,675,330
040131097042,Block Group 2; Census Tract 1097.04; Maricopa County; Arizona,white_nh,156,93
040131097042,Block Group 2; Census Tract 1097.04; Maricopa County; Arizona,hispanic,505,317
040131097042,Block Group 2; Census Tract 1097.04; Maricopa County; Arizona,total_occ,206,74
040131097042,Block Group 2; Census Tract 1097.04; Maricopa County; Arizona,renter,54,59
040134221062,Block Group 2; Census Tract 4221.06; Maricopa County; Arizona,pop_total,1310,567
040134221062,Block Group 2; Census Tract 4221.06; Maricopa County; Arizona,total_pop_r,1310,567
040134221062,Block Group 2; Census Tract 4221.06; Maricopa County; Arizona,white_nh,623,308
040134221062,Block Group 2; Census Tract 4221.06; Maricopa County; Arizona,hispanic,477,421
040134221062,Block Group 2; Census Tract 4221.06; Maricopa County; Arizona,total_occ,445,175
040134221062,Block Group 2; Census Tract 4221.06; Maricopa County; Arizona,renter,335,159
040131042053,Block Group 3; Census Tract 1042.05; Maricopa County; Arizona,pop_total,1625,691
040131042053,Block Group 3; Census Tract 1042.05; Maricopa County; Arizona,total_pop_r,1625,691
040131042053,Block Group 3; Census Tract 1042.05; Maricopa County; Arizona,white_nh,144,109
040131042053,Block Group 3; Census Tract 1042.05; Maricopa County; Arizona,hispanic,1107,647
040131042053,Block Group 3; Census Tract 1042.05; Maricopa County; Arizona,total_occ,393,160
040131042053,Block Group 3; Census Tract 1042.05; Maricopa County; Arizona,renter,129,119
040134215022,Block Group 2; Census Tract 4215.02; Maricopa County; Arizona,pop_total,1495,432
040134215022,Block Group 2; Census Tract 4215.02; Maricopa County; Arizona,total_pop_r,1495,432
040134215022,Block Group 2; Census Tract 4215.02; Maricopa County; Arizona,white_nh,523,185
040134215022,Block Group 2; Census Tract 4215.02; Maricopa County; Arizona,hispanic,849,369
040134215022,Block Group 2; Census Tract 4215.02; Maricopa County; Arizona,total_occ,499,118
040134215022,Block Group 2; Census Tract 4215.02; Maricopa County; Arizona,renter,351,112
040130927202,Block Group 2; Census Tract 927.20; Maricopa County; Arizona,pop_total,1793,719
040130927202,Block Group 2; Census Tract 927.20; Maricopa County; Arizona,total_pop_r,1793,719
040130927202,Block Group 2; Census Tract 927.20; Maricopa County; Arizona,white_nh,332,178
040130927202,Block Group 2; Census Tract 927.20; Maricopa County; Arizona,hispanic,1065,650
040130927202,Block Group 2; Census Tract 927.20; Maricopa County; Arizona,total_occ,532,190
040130927202,Block Group 2; Census Tract 927.20; Maricopa County; Arizona,renter,21,37
